DonorUniqueId,DonorPostalCode,DonorAge,MaritalStatus,GenderIdentity,IsMemberFlag,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,AcademicDegreeLevel,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.,Region
25419,54909,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1000,Y,Wisconsin
25420,81136,42,,Uknown,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,00,N,Colorado
25421,24848,39,,Female,N,Y,N,N,,UB,HOME,Y,0,0,0,0,0,0,0,500,Y,West Virginia
25422,83531,42,Married,Female,N,N,Y,N,,,HOME,Y,1,0,0,0,0,0,0,00,N,Idaho
25423,50475,22,,Male,N,Y,N,N,3.0,,HOME,Y,0,0,0,0,0,0,0,00,N,Iowa
25424,66611,42,,Female,N,N,N,N,4.0,,HOME,N,1,0,0,0,0,0,0,00,N,Kansas
25425,14745,64,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,New York (Upstate)
25426,78412,40,,Male,N,Y,N,Y,,UB,HOME,Y,0,0,0,0,0,0,0,350,Y,Texas (northern)
25427,90265,37,,Male,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,California
25428,38854,42,,Male,N,Y,N,N,,GP,HOME,N,0,0,0,0,0,0,0,10,Y,Mississippi
25429,35811,42,,Uknown,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,0,10,Y,Alabama
25430,62610,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,500,Y,Illinois
25431,45630,44,,Male,N,Y,N,N,,GM,HOME,N,0,0,0,0,0,0,500,5000,Y,Ohio
25432,17402,42,Married,Female,N,N,Y,Y,,,HOME,Y,0,0,0,0,0,0,0,840,Y,Pennsylvania
25433,34430,23,,Male,N,Y,N,N,,,HOME,Y,0,0,0,0,0,0,0,1000,Y,Florida
25434,55553,42,,Male,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Minnesota
25435,37115,30,,Female,N,N,N,N,,,HOME,N,0,0,25,0,0,0,0,250,Y,Tennessee
25436,29154,42,,Male,N,N,N,N,,,HOME,N,1,0,30,0,0,0,0,300,Y,South Carolina
25437,13690,42,Single,Male,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,380,Y,New York (Upstate)
25438,98370,42,Single,Female,N,N,N,N,,,HOME,N,3,0,50,0,0,0,0,750,Y,Washington
25439,90265,42,Married,Male,N,Y,N,Y,,GM,HOME,Y,3,0,0,50,0,0,0,500,Y,California
25440,86315,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1400,Y,Arizona
25441,43972,38,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Ohio
25442,20215,42,,Male,N,Y,N,N,,GD,,N,0,0,0,0,0,0,0,00,N,Unknown
25443,90265,42,Married,Female,N,N,N,N,,,HOME,N,0,100,0,0,0,0,0,1000,Y,California
25444,14075,42,,Male,N,Y,Y,N,,GM,HOME,N,0,0,0,0,0,0,0,1200,Y,New York (Upstate)
25445,42445,38,,,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Kentucky
25446,63872,42,,Male,N,N,N,N,,,,Y,0,0,0,0,0,0,0,00,N,Missouri
25447,46256,42,Married,Female,N,N,N,N,,,,N,1,0,0,0,0,0,0,650,Y,Indiana
25448,90265,42,,Male,N,N,N,N,,,,N,3,0,0,0,0,0,0,00,N,California
25449,57319,55,,Female,N,Y,N,N,5.0,GM,,Y,0,0,0,0,0,0,0,00,N,South Dakota
25450,31063,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,3000,Y,Georgia
25451,90265,44,,Male,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,250,Y,California
25452,90265,42,,Female,N,N,N,Y,,,HOME,N,2,0,0,0,0,0,0,650,Y,California
25453,26711,42,Married,Male,N,N,N,N,3.0,,BUSN,Y,0,0,0,0,0,0,0,00,N,West Virginia
25454,37372,42,,Female,N,N,N,N,,,,N,3,0,0,0,0,0,0,12260,Y,Tennessee
25455,90266,64,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
25456,83250,36,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Idaho
25457,90265,42,Married,Male,N,N,N,N,,,HOME,N,3,1,0,0,0,0,0,10,Y,California
25458,97449,42,,Female,N,N,N,N,2.0,,BUSN,Y,0,0,0,0,0,0,0,00,N,Oregon
25459,90265,42,,Female,N,Y,N,N,,,HOME,Y,0,0,1,0,0,0,0,10,Y,California
25460,83343,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,20,0,0,1700,Y,Idaho
25461,91109,42,,Female,N,N,N,N,1.0,,HOME,Y,0,0,0,0,0,0,0,900,Y,California
25462,17340,27,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Pennsylvania
25463,62995,42,,Male,N,N,N,N,2.0,,HOME,N,1,0,0,0,0,0,0,00,N,Illinois
25464,90265,50,Single,Female,N,N,N,Y,,,HOME,Y,1,0,0,0,0,0,0,00,N,California
25465,93304,42,Single,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,1,0,10,Y,California
25466,90265,42,Married,Male,N,N,Y,N,,,HOME,Y,0,25,0,0,0,0,0,250,Y,California
25467,79530,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1580,Y,Texas (northern)
25468,45280,32,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Ohio
25469,67135,26,,Female,N,Y,N,N,,,HOME,Y,1,0,0,0,480,0,0,85000,Y,Kansas
25470,58538,42,,Female,N,N,N,Y,,,HOME,N,1,0,40,0,0,0,0,400,Y,North Dakota
25471,74349,42,Married,Female,N,N,N,Y,,,HOME,N,2,11,0,130,0,0,0,1410,Y,Oklahoma
25472,31561,42,Married,Male,N,N,Y,Y,,,HOME,N,0,0,0,0,0,0,0,1000,Y,Georgia
25473,25671,54,,Male,N,Y,N,Y,,GD,HOME,Y,0,0,0,0,0,0,0,00,N,West Virginia
25474,78294,42,,,N,N,N,N,,,HOME,Y,1,0,100,15,0,0,0,1150,Y,Texas (northern)
25475,71361,42,Single,Male,N,N,N,N,6.0,,HOME,N,0,0,0,0,0,0,50,500,Y,Louisiana
25476,72832,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,50,0,0,7250,Y,Arkansas
25477,45168,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Ohio
25478,90265,42,,Male,N,N,N,N,,,HOME,N,2,0,0,0,0,25,300,3250,Y,California
25479,12025,42,Married,Female,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,5,50,Y,New York (Upstate)
25480,79057,55,Married,Male,N,Y,N,N,,GM,HOME,N,1,0,0,0,0,0,0,8600,Y,Texas (northern)
25481,23234,69,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Virginia
25482,65787,42,,Male,N,N,N,Y,,,,N,0,0,0,0,0,0,0,00,N,Missouri
25483,32569,42,Married,Male,N,N,N,N,1.0,,HOME,N,1,0,0,0,0,0,0,5000,Y,Florida
25484,56020,42,Single,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,350,Y,Minnesota
25485,7458,42,Single,Female,N,N,N,N,,,,N,0,0,165,200,0,0,0,8100,Y,Oklahoma
25486,84790,43,,Male,N,Y,N,N,,GM,,N,0,0,0,0,0,0,0,00,N,Utah
25487,90265,56,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1000,Y,California
25488,90265,42,,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,California
25489,82937,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Wyoming
25490,90265,40,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
25491,94156,42,,Male,N,N,N,Y,,,HOME,N,2,0,250,0,0,0,0,2500,Y,California
25492,7007,64,,Male,N,N,N,N,,,HOME,Y,0,50,0,0,0,0,0,2160,Y,Louisiana
25493,95726,42,,Male,N,N,N,N,,,BUSN,N,1,0,0,0,0,0,0,5700,Y,California
25494,25061,37,,Female,N,N,N,Y,,,HOME,Y,1,0,0,0,0,0,0,00,N,West Virginia
25495,31099,75,Married,Female,N,Y,N,Y,4.0,UB,HOME,Y,15,0,0,0,0,0,0,20250,Y,Georgia
25496,90265,31,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,100,Y,California
25497,92161,42,,Male,N,N,N,N,,,HOME,Y,5,0,0,0,0,0,0,00,N,California
25498,70115,42,Single,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,3250,Y,Louisiana
25499,90265,28,,Male,N,Y,N,Y,,GM,HOME,Y,0,50,0,0,0,0,0,500,Y,California
25500,90265,42,,Male,N,N,N,N,,,,N,1,0,0,1,0,0,0,150,Y,California
25501,18424,42,Single,Female,N,N,N,N,,,HOME,N,6,300,0,0,0,0,0,3000,Y,Pennsylvania
25502,13152,42,Single,Male,N,N,N,N,,,,N,0,0,90,25,0,0,0,1150,Y,New York (Upstate)
25503,62766,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,15000,Y,Illinois
25504,43144,42,,Male,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,13050,Y,Ohio
25505,19896,26,,Female,N,Y,N,Y,4.0,UB,HOME,Y,0,0,0,0,0,0,100,1000,Y,Delaware
25506,20784,42,,Female,N,Y,N,N,,UB,HOME,Y,1,0,0,1,0,0,0,150,Y,Maryland
25507,33898,42,Married,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Florida
25508,60119,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1500,Y,Illinois
25509,28723,23,,Male,N,N,N,N,,,HOME,Y,0,0,40,0,0,0,0,400,Y,North Carolina
25510,97905,42,,Male,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,250,Y,Oregon
25511,96775,28,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,6840,Y,Hawaii
25512,90265,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,250,Y,California
25513,97329,42,,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,Oregon
25514,96678,42,Single,Female,N,N,N,N,,,BUSN,N,1,0,0,0,0,0,0,00,N,Unknown
25515,28227,58,,Female,N,N,N,N,4.0,,HOME,N,0,0,0,0,0,0,0,840,Y,North Carolina
25516,63377,42,,Female,N,N,N,N,3.0,,HOME,N,1,0,0,0,0,0,0,12800,Y,Missouri
25517,39502,54,,Male,N,Y,N,Y,,GM,HOME,Y,3,25,0,0,0,0,0,250,Y,Mississippi
25518,90265,37,,Female,N,Y,N,Y,4.0,GM,HOME,Y,1,1,0,200,0,0,0,2010,Y,California
25519,72668,27,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Arkansas
25520,99579,42,,Female,N,N,N,N,,,HOME,N,2,1,0,0,0,0,0,10,Y,Alaska
25521,93711,42,Married,Male,N,N,Y,N,,,,N,0,0,0,0,0,0,0,1200,Y,California
25522,23832,42,Married,Male,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,1200,Y,Virginia
25523,99155,42,,Male,N,Y,N,Y,,UB,HOME,Y,3,0,0,0,0,100,0,1000,Y,Washington
25524,14710,42,,Female,N,Y,N,N,,,,Y,0,0,0,0,0,0,0,00,N,New York (Upstate)
25525,44706,80,,Male,N,N,N,N,5.0,,HOME,Y,0,0,0,0,0,0,0,2000,Y,Ohio
25526,5748,42,,Male,N,Y,N,N,,GM,HOME,N,0,0,0,0,0,0,1,10,Y,South Dakota
25527,90265,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,90,900,Y,California
25528,72640,42,,Male,N,N,N,N,,,HOME,N,3,0,0,0,0,0,0,3200,Y,Arkansas
25529,915,42,Married,Female,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,1560,Y,California
25530,7503,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Texas (northern)
25531,67878,42,,Male,N,Y,N,Y,,UB,HOME,N,3,0,0,0,0,0,0,00,N,Kansas
25532,90265,44,,,N,Y,Y,N,,,,N,0,0,0,0,0,0,0,1170,Y,California
25533,25305,42,,Male,N,Y,N,N,1.0,UB,HOME,Y,1,0,0,0,0,0,0,00,N,West Virginia
25534,12458,42,Single,Female,N,N,N,N,,,,N,0,0,60,0,0,0,0,600,Y,New York (Upstate)
25535,81626,42,,Female,N,N,N,N,,,HOME,N,0,0,0,0,25,0,0,250,Y,Colorado
25536,47031,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1450,Y,Indiana
25537,64658,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Missouri
25538,70508,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,350,3500,Y,Louisiana
25539,39092,42,,Male,N,N,N,Y,,,CAMP,Y,0,0,1,0,0,0,0,10,Y,Mississippi
25540,46573,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,156,0,0,1560,Y,Indiana
25541,74869,44,,,N,N,N,N,4.0,,HOME,N,0,0,0,0,0,0,0,1080,Y,Oklahoma
25542,8212,42,Married,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Wyoming
25543,90265,30,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
25544,65715,48,,Female,N,Y,N,Y,,UB,HOME,Y,0,0,25,0,0,0,0,250,Y,Missouri
25545,11053,26,,Male,N,Y,N,Y,,UB,HOME,Y,1,0,0,21,0,0,0,210,Y,New York (NYC area)
25546,59756,42,,Male,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,50,Y,Montana
25547,4674,80,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Indiana
25548,24216,42,,Male,N,Y,N,N,,UB,,N,0,0,70,0,0,0,0,15850,Y,Virginia
25549,33167,42,Married,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Florida
25550,36752,42,Married,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,250,Y,Alabama
25551,41547,23,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Kentucky
25552,89826,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Nevada
25553,90265,42,,Male,N,N,N,N,,,HOME,N,3,0,0,0,0,116,0,1160,Y,California
25554,50006,42,,Female,N,N,N,N,,,HOME,Y,2,0,0,0,0,0,0,150,Y,Iowa
25555,10010,42,,Female,N,N,N,Y,,,,N,0,0,0,0,0,0,0,18400,Y,New York (NYC area)
25556,53064,42,Married,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,1050,Y,Wisconsin
25557,90265,42,Single,Uknown,N,N,N,Y,2.0,,HOME,N,0,350,0,0,0,0,0,3500,Y,California
25558,15636,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,165,1650,Y,Pennsylvania
25559,31713,42,,Male,N,N,N,N,3.0,,HOME,N,12,0,0,0,0,0,0,24750,Y,Georgia
25560,91376,42,Single,Female,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,00,N,California
25561,37033,35,,Female,N,Y,N,Y,,GM,HOME,N,1,0,0,40,0,0,0,400,Y,Tennessee
25562,70421,39,,Male,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,0,0,1650,Y,Louisiana
25563,59452,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,00,N,Montana
25564,90265,42,,Female,N,Y,N,N,,UB,HOME,N,1,0,0,0,0,0,0,00,N,California
25565,92651,25,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,4000,Y,California
25566,94243,42,,Female,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,150,Y,California
25567,15254,45,,Male,N,Y,N,Y,,UB,HOME,N,0,0,0,0,0,0,0,100,Y,Pennsylvania
25568,78737,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Texas (northern)
25569,77297,42,,Female,N,N,N,N,,,BUSN,N,0,0,0,0,0,0,0,00,N,Texas (northern)
25570,67738,76,,Male,N,N,N,Y,,,HOME,N,5,0,0,0,0,0,0,820,Y,Kansas
25571,34787,42,,Female,N,Y,N,N,,UB,,N,0,0,50,0,0,901,0,9510,Y,Florida
25572,58652,34,,Male,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,0,0,100,Y,North Dakota
25573,70124,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,25,0,0,250,Y,Louisiana
25574,90265,42,,Male,N,N,N,Y,,,HOME,Y,0,120,0,0,0,0,0,1200,Y,California
25575,56111,42,Married,Male,N,N,N,N,,,,N,0,0,0,0,0,52,0,520,Y,Minnesota
25576,62058,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,250,Y,Illinois
25577,92166,42,,Male,N,Y,N,N,,GM,,N,0,0,0,0,325,0,0,5750,Y,California
25578,90265,38,,Male,N,Y,Y,Y,,GM,,Y,0,0,0,0,5,0,0,50,Y,California
25579,6370,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,200,Y,Missouri
25580,90265,25,,Male,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,6150,Y,California
25581,90265,42,Married,Female,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
25582,17010,27,,Male,N,Y,N,Y,,UB,HOME,Y,2,0,0,0,0,0,0,00,N,Pennsylvania
25583,90265,39,Single,Male,N,N,N,N,,,HOME,N,3,10,0,0,0,120,0,1300,Y,California
25584,35442,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,10,Y,Alabama
25585,47576,42,Single,Female,N,N,N,N,,,HOME,N,3,0,0,0,0,0,0,00,N,Indiana
25586,78573,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,500,Y,Texas (northern)
25587,15943,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1200,Y,Pennsylvania
25588,2673,46,,Female,N,Y,N,Y,2.0,GM,HOME,Y,1,0,36,0,0,0,0,360,Y,West Virginia
25589,60520,42,,Female,N,N,N,N,,,HOME,N,16,0,0,0,0,160,0,7450,Y,Illinois
25590,48362,21,,Male,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Michigan
25591,21919,42,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,2850,Y,Maryland
25592,60191,42,,Male,N,Y,N,N,,GP,HOME,Y,6,0,0,0,0,0,0,13300,Y,Illinois
25593,44280,31,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1400,Y,Ohio
25594,50558,42,Single,Female,N,N,N,N,,,HOME,N,10,0,0,0,0,0,0,3900,Y,Iowa
25595,53935,64,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Wisconsin
25596,95666,70,,Female,N,Y,N,Y,,GD,HOME,N,5,0,0,0,0,0,0,00,N,California
25597,29171,42,Single,Female,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,50,Y,South Carolina
25598,44803,40,Single,Female,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,0,00,N,Ohio
25599,39060,42,,Female,N,Y,N,N,,UB,HOME,N,4,0,0,1,0,0,0,10,Y,Mississippi
25600,90265,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,2940,Y,California
25601,90265,38,,Male,N,Y,N,N,,UB,HOME,N,1,0,0,0,0,0,0,900,Y,California
25602,74460,32,,Male,N,Y,N,Y,,GM,HOME,Y,2,0,0,0,0,0,0,630,Y,Oklahoma
25603,80104,42,,Male,N,N,N,N,,,HOME,Y,2,0,0,0,0,0,0,250,Y,Colorado
25604,90265,42,,Male,N,N,N,N,,,HOME,Y,1,5,20,0,0,0,1,260,Y,California
25605,8031,31,,Female,N,N,N,N,2.0,,HOME,N,0,0,0,0,0,0,0,00,N,Colorado
25606,64623,49,,Female,N,N,N,N,,,,N,0,0,0,0,0,0,230,2300,Y,Missouri
25607,46616,42,,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,Indiana
25608,90265,45,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,12000,Y,California
25609,71665,36,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,43,0,1150,Y,Arkansas
25610,96009,42,,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,1800,Y,California
25611,933,42,Single,Male,N,N,N,Y,,,HOME,N,1,1,0,0,40,0,0,410,Y,California
25612,28606,82,,Female,N,N,N,N,,,BUSN,N,0,0,0,0,0,0,0,00,N,North Carolina
25613,90265,39,,Male,N,Y,N,Y,,GM,HOME,N,0,0,0,0,0,0,0,50,Y,California
25614,734,48,,Male,N,N,N,Y,,,HOME,Y,0,0,0,0,0,0,0,00,N,Oklahoma
25615,98117,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,00,N,Washington
25616,62011,23,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Illinois
25617,11948,47,Married,Male,N,Y,N,Y,,UB,,Y,0,0,0,0,0,0,0,1100,Y,New York (NYC area)
25618,55428,63,,Male,N,N,N,N,,,BUSN,N,0,0,0,0,0,0,0,580,Y,Minnesota
25619,73758,42,,Male,N,Y,N,Y,,UB,HOME,N,1,0,0,0,0,0,150,1500,Y,Oklahoma
25620,46524,31,,Female,N,Y,N,Y,,UB,HOME,Y,1,0,251,300,175,0,0,7260,Y,Indiana
25621,95818,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,50,Y,California
25622,80022,45,,Male,N,N,N,N,3.0,,HOME,Y,0,0,0,0,0,0,0,00,N,Colorado
25623,41839,42,,Male,N,Y,N,N,,,,Y,0,0,0,0,0,0,0,5130,Y,Kentucky
25624,34034,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Florida
25625,12409,42,Married,Female,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,New York (Upstate)
25626,34269,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,Florida
25627,95002,42,,Female,N,Y,N,Y,,GM,HOME,Y,1,1,0,0,0,0,0,10,Y,California
25628,48093,37,,Female,N,Y,N,Y,,UB,HOME,N,1,0,0,0,0,0,0,00,N,Michigan
25629,35291,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Alabama
25630,8835,27,,Male,N,Y,N,Y,,UB,HOME,Y,6,0,0,0,0,60,0,850,Y,New Mexico
25631,20997,42,Married,Female,N,N,N,N,,,HOME,N,4,0,0,0,0,250,0,2500,Y,Maryland
25632,90265,62,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,120,1200,Y,California
25633,12831,47,,Male,N,Y,N,Y,,UB,HOME,N,1,0,0,0,0,0,0,1000,Y,New York (Upstate)
25634,47145,42,Single,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,15450,Y,Indiana
25635,14618,42,,Male,N,Y,N,N,,UB,,N,0,0,0,0,0,0,0,100,Y,New York (Upstate)
25636,98130,42,Single,Uknown,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,3700,Y,Washington
25637,74120,42,Married,Male,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,Oklahoma
25638,90265,46,,Male,N,Y,N,Y,,UB,HOME,Y,2,0,0,0,200,0,0,29990,Y,California
25639,16665,42,Married,Female,N,N,Y,N,,,HOME,Y,0,0,360,0,0,0,0,3600,Y,Pennsylvania
25640,47981,42,Single,Female,N,N,N,N,1.0,,HOME,Y,0,0,0,0,0,0,0,250,Y,Indiana
25641,95133,42,,Male,N,Y,N,N,,UB,,N,0,0,0,0,0,0,0,1500,Y,California
25642,74857,79,,Male,N,Y,N,Y,,UB,,N,1,0,0,0,0,200,0,2000,Y,Oklahoma
25643,60941,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,50,4000,Y,Illinois
25644,15227,42,,Female,N,N,N,N,,,,N,3,0,0,25,0,0,0,250,Y,Pennsylvania
25645,90291,43,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,150,Y,California
25646,89415,42,,Female,N,Y,N,N,,UB,,N,0,0,0,0,0,0,0,00,N,Nevada
25647,48607,41,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Michigan
25648,52801,42,,Uknown,N,Y,N,N,,GM,,N,0,0,0,0,0,0,0,00,N,Iowa
25649,20576,40,,Female,N,Y,N,N,1.0,UB,,N,3,0,0,0,0,100,0,1000,Y,Unknown
25650,30370,42,,Female,N,N,N,N,,,HOME,N,1,0,35,0,0,0,0,350,Y,Georgia
25651,90265,42,,Female,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,0,150,Y,California
25652,97346,42,,Female,N,N,N,N,,,HOME,N,4,0,0,0,0,0,0,00,N,Oregon
25653,23431,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1580,Y,Virginia
25654,77374,42,,Male,N,Y,N,Y,,UB,HOME,N,1,0,0,0,15,0,0,150,Y,Texas (northern)
25655,98336,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Washington
25656,21084,42,,Male,N,Y,N,N,,UB,HOME,N,1,0,0,0,0,0,0,00,N,Maryland
25657,25557,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1000,Y,West Virginia
25658,90265,46,Married,Male,N,N,Y,N,2.0,,HOME,N,0,0,0,0,0,0,0,6640,Y,California
25659,30261,42,,Male,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,00,N,Georgia
25660,55016,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,Minnesota
25661,14429,42,Single,Male,N,N,N,Y,,,HOME,N,2,0,0,0,0,0,0,500,Y,New York (Upstate)
25662,2029,42,Married,Male,N,N,Y,Y,,,BUSN,N,0,1,0,0,0,0,0,10,Y,Unknown
25663,57949,42,,Uknown,N,N,N,N,,,HOME,N,1,0,0,20,0,0,0,200,Y,Unknown
25664,47443,42,Single,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,1600,Y,Indiana
25665,47320,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,500,Y,Indiana
25666,20602,28,,Male,N,Y,N,Y,,UB,HOME,Y,2,100,0,0,0,0,0,51000,Y,Maryland
25667,2158,42,Married,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,Maryland
25668,4637,22,,Male,N,N,N,N,4.0,,CAMP,Y,0,75,0,0,0,0,0,750,Y,Indiana
25669,57650,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,10,Y,South Dakota
25670,90265,42,,Female,N,N,N,N,,,HOME,Y,9,0,0,0,0,375,1,3900,Y,California
25671,18360,31,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,20650,Y,Pennsylvania
25672,87310,42,,Male,N,N,N,N,,,HOME,N,3,200,0,0,0,0,0,2000,Y,New Mexico
25673,90265,29,,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,California
